32	65	116	329	26	136	94	15	205	31	19	179	0	1572
9	32	88	243	7	82	57	4	138	18	11	44	0	1370
15	41	91	269	8	88	89	8	173	25	15	47	0	1552
49	65	67	288	16	91	108	11	239	43	12	95	0	61
445	512	1135	903	891	631	759	89	741	152	257	1242	0	8664
7	4	2	9	1	4	4	1	28	3	0	5	0	4
1	3	1	2	1	7	11	0	42	2	1	2	0	22
0	1	2	1	1	10	11	3	65	2	0	4	0	25
306	325	135	1895	34	1194	2053	126	1734	180	57	309	0	2595
0	1	2	3	0	25	119	1	51	5	0	1	0	12
3	3	2	32	7	44	78	15	351	26	2	7	0	4
9	2	1	2	4	6	8	2	33	1	2	0	0	29
490	466	305	2705	162	2554	2776	276	3387	426	121	336	0	1229
2	17	4	26	0	7	9	1	75	5	1	8	0	20
36	29	15	98	2	101	13	0	40	10	3	2	0	250
38	21	31	124	53	80	191	84	409	43	27	57	0	482
10	20	12	9	0	35	30	2	59	13	6	2	0	34
131	150	415	591	194	505	975	51	1313	157	43	503	0	4066
114	137	88	242	38	264	637	32	676	77	29	134	0	1606
0	1	0	3	0	0	12	0	3	1	0	6	0	1
1	2	6	1	9	0	10	3	15	2	0	10	0	747
3	0	1	2	0	4	1	0	2	0	0	0	0	0
105	96	205	103	135	89	125	3	281	19	43	274	0	716
4	6	58	8	10	47	73	3	245	13	0	31	0	637
21	21	11	128	26	374	210	76	536	42	8	28	0	295
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	1	0	0	0	0	1	0	1	5	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	2	0	3	1	0	0	0	8
0	0	0	0	0	0	4	0	0	0	0	0	0	2
0	0	1	0	1	0	0	0	0	0	0	1	0	5
0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	8	0	2	1	1	3	0	6	1	0	2	0	4
0	1	0	0	0	50	24	0	134	8	0	0	0	0
32	55	11	56	5	73	62	7	198	18	10	17	0	30
1	0	1	3	0	0	0	0	1	0	0	0	0	0
0	0	0	3	0	0	0	0	1	0	0	0	0	0
2	2	1	174	1	4	3	0	7	3	0	0	0	0
0	0	0	0	0	0	2	1	7	0	0	0	0	0
139	107	16	407	4	36	18	1	72	8	34	20	0	0
0	2	0	1	0	5	8	0	26	2	0	0	0	0
4	9	6	40	142	31	63	8	199	17	2	7	0	3
1040	1253	437	6043	467	16740	21606	2013	18400	2048	173	664	0	2460
0	0	2	0	0	0	0	0	5	0	0	0	0	0
1	1	0	28	0	5	17	0	50	1	0	0	0	0
1	0	1	9	3	37	11	0	28	2	3	3	0	0
8	4	1	0	0	6	6	1	27	5	1	4	0	1
73	65	52	404	21	442	270	16	792	59	19	80	0	541
0	6	3	2	0	0	35	0	66	0	0	6	0	7
275	233	102	1505	459	7178	10840	372	4408	503	39	119	0	1995
0	0	0	0	0	5	0	0	5	0	0	0	0	0
6	2	0	53	1	12	7	1	42	4	0	0	0	0
4	19	206	3	8	19	33	2	64	7	32	152	0	503
20	31	45	223	25	75	107	16	187	30	14	32	0	592
139	133	61	1047	70	603	635	60	1000	113	56	169	0	1208
10	17	15	58	0	87	38	3	81	8	7	28	0	4
2	2	0	2	2	3	13	0	28	4	1	1	0	15
49	57	50	169	0	54	77	7	160	17	24	139	0	354
0	0	2	0	0	0	0	0	6	1	0	0	0	0
58	55	14	137	3	114	102	11	258	32	9	37	0	0
1	3	1	6	50	17	26	4	74	2	0	10	0	1
42	39	67	242	34	73	147	8	303	39	23	125	0	854
7	1	0	11	9	1	7	0	3	1	2	0	0	0
3	2	20	4	0	0	1	0	10	2	3	14	0	235
126	178	325	281	209	181	126	8	610	85	92	563	0	3559
86	49	69	481	22	272	178	9	401	35	29	101	0	78
20	61	51	48	0	18	37	1	58	8	8	75	0	428
18	11	9	75	16	301	313	13	504	36	2	11	0	826
41	53	13	14	1	54	78	7	137	54	24	12	0	0
16	10	6	4	1	14	31	1	56	21	1	3	0	0
117	85	89	453	29	544	443	44	575	115	31	41	0	6
24	8	4	79	0	70	15	0	13	3	5	6	0	0
15	1	2	24	0	58	5	0	19	2	1	8	0	0
58	19	15	13	0	19	55	2	18	8	14	27	0	0
11	16	10	30	0	11	26	0	29	2	4	9	0	0
6	0	0	0	0	1	0	1	1	1	0	7	0	0
98	84	43	248	2	50	203	1	218	27	34	99	0	3
599	617	327	2832	76	1879	2498	87	3421	420	182	316	0	675
15	9	15	22	0	29	198	1	62	10	8	10	0	11
26	39	17	132	0	27	156	0	112	7	12	14	0	4
26	7	2	5	1	1	11	0	1	1	0	6	0	0
18	11	2	163	0	29	4	1	9	4	11	23	0	0
115	281	81	1571	2	124	35	3	254	33	20	57	0	4
2	3	1	9	0	7	7	2	14	4	0	0	0	0
1	1	0	9	0	2	1	0	11	2	0	1	0	0
4	1	1	0	0	0	1	0	0	0	1	0	0	0
479	417	138	1499	3	412	486	13	686	103	99	238	0	6
1	1	0	0	0	0	1	0	2	0	2	0	0	0
0	0	0	0	0	1	0	0	2	0	0	0	0	0
495	581	224	1352	17	1008	1627	53	2195	274	115	365	0	1028
695	702	320	4865	400	1507	1456	58	2298	318	140	352	0	485
415	273	81	1939	31	421	477	66	3208	96	71	130	0	172
292	413	310	1232	50	185	253	18	865	66	207	910	0	2260
188	342	302	552	42	618	129	9	778	70	174	906	0	2172
5	5	1	1	0	2	4	0	5	4	0	1	0	0
19	40	98	80	11	134	81	5	402	61	18	99	0	230
51	75	316	294	45	61	54	10	193	21	59	201	0	2108
4	9	12	6	15	40	31	4	104	11	0	7	0	40
0	1	0	139	2	17	10	2	31	1	1	2	0	2
7	16	57	42	35	74	105	10	413	37	6	6	0	160
267	242	245	961	231	1852	2224	111	3922	390	94	187	0	1738
0	3	0	6	0	4	17	1	37	5	0	3	0	0
6	29	79	119	10	57	111	11	315	31	17	26	0	52
59	65	24	179	59	208	533	40	932	105	27	62	0	187
0	0	0	1	0	0	3	0	2	0	0	0	0	0
13	11	3	17	0	61	305	11	197	22	3	21	0	3
1	10	6	31	130	24	38	7	104	8	3	40	0	432
114	101	53	631	128	255	747	35	962	96	33	80	0	661
97	145	145	199	44	187	258	11	550	48	37	223	0	602
0	0	0	0	0	1	1	0	2	0	0	0	0	0
0	0	2	4	0	0	2	0	2	0	0	0	0	0
198	163	114	1523	5	109	85	9	396	56	74	118	0	4
15	11	53	72	20	36	91	2	119	9	9	47	0	746
33	31	70	366	23	227	369	153	332	73	13	171	0	871
29	17	28	93	8	137	300	16	457	31	10	30	0	154
24	22	62	65	842	71	72	2	301	21	9	67	0	455
209	278	279	692	1003	469	348	34	1038	115	116	310	0	677
21	18	8	33	3	67	103	3	88	24	4	22	0	0
0	8	2	87	0	4	3	0	9	3	4	0	0	0
0	4	0	0	0	7	17	3	30	4	0	1	0	5
7051	6513	2289	29555	233	20425	27261	1619	32757	3374	1580	4053	0	3060
3	1	2	1	0	1	0	0	1	0	1	0	0	0
17	4	19	44	1	42	99	3	424	11	17	18	0	794
10	0	1	38	0	5	0	0	0	0	1	1	0	0
9	11	5	6	0	15	5	0	107	6	0	3	0	96
32	33	26	82	1	45	26	3	65	14	9	10	0	5
0	0	2	0	0	3	2	0	5	0	0	0	0	0
10	10	5	9	0	7	12	1	38	3	6	7	0	0
6	1	0	2	0	0	4	0	5	0	1	4	0	0
1	2	0	3	0	0	3	0	3	1	0	0	0	0
45	132	310	120	69	5	14	1	37	1	66	420	0	2523
0	0	0	35	0	0	1	0	0	0	0	2	0	0
278	1042	349	640	163	202	255	15	134	46	87	780	0	6085
70	474	96	72	6	19	112	0	27	4	14	295	0	2719
50	78	24	52	34	14	12	1	24	3	7	105	0	314
102	63	23	384	3	34	43	2	153	29	15	68	0	14
0	2	0	35	2	0	0	0	2	1	0	0	0	0
124	180	184	255	14	83	78	22	256	26	63	290	0	454
1125	1023	324	2065	21	800	845	79	1296	140	204	1022	0	665
51	67	37	198	70	75	34	1	106	26	30	203	0	441
5	7	4	73	0	1	3	0	5	6	3	4	0	0
199	598	434	145	515	62	59	11	70	23	195	4793	0	15515
453	503	221	11251	6	298	293	31	582	82	111	548	0	318
5	3	0	8	0	64	45	0	16	3	0	3	0	0
10	11	5	71	0	0	1	0	11	2	4	3	0	0
26	19	10	167	0	34	47	5	197	23	5	23	0	0
1	1	0	0	0	0	1	0	11	1	0	0	0	0
4	5	0	3	0	8	75	0	27	3	0	0	0	5
1	0	1	0	0	0	0	0	0	0	0	0	0	0
73	46	19	202	2	448	888	14	331	58	18	55	0	9
3187	3829	2121	6956	214	2169	4137	261	3017	658	927	5734	0	16140
58	52	51	271	5	217	263	4	129	73	18	171	0	133
0	0	0	0	0	1	0	1	2	0	0	0	0	0
0	1	4	29	0	3	16	0	2	9	2	5	0	21
5	8	4	0	0	0	0	0	2	0	1	8	0	6
1	1	0	3	0	0	0	0	0	0	0	4	0	0
1	5	0	5	0	0	0	0	0	2	0	0	0	0
3	18	0	35	0	1	2	0	2	1	1	0	0	0
1	0	0	1	0	0	0	0	2	0	0	0	0	0
62	62	774	586	295	210	180	7	472	37	97	262	0	3777
0	1	5	97	0	0	9	0	5	0	0	3	0	6
4	6	0	3	2	15	3	2	37	0	0	0	0	0
0	0	1	3	0	0	0	0	1	0	0	0	0	169
13	6	2	0	0	2	0	0	2	1	0	1	0	0
3	1	1	5	0	1	2	0	1	1	0	0	0	3
0	4	0	0	0	0	4	0	3	0	2	0	0	0
178	131	109	569	197	435	572	16	701	85	51	190	0	26
4	0	0	1	0	2	0	0	11	0	2	1	0	0
59	29	33	128	5	153	150	5	272	44	26	14	0	2
284	302	114	2892	183	693	1225	26	893	131	59	151	0	8
20	20	6	22	0	1	6	1	3	1	3	13	0	0
66	78	72	191	10	102	517	5	374	30	18	90	0	399
143	222	206	923	168	366	438	35	2583	116	41	211	0	977
0	0	2	0	0	2	1	0	2	0	1	1	0	0
68	139	47	89	1	43	54	14	623	14	27	74	0	489
88	88	303	62	137	86	198	9	470	42	51	300	0	2870
338	466	283	1923	135	4408	3009	106	6418	582	97	647	0	1532
8	6	2	1	0	12	5	1	11	3	0	2	0	0
62	41	18	67	3	79	50	2	206	23	9	14	0	2
0	0	0	0	0	1	1	0	7	0	0	0	0	0
1	1	0	0	0	3	5	1	2	0	0	8	0	0
179	101	51	491	8	267	348	17	544	83	37	301	0	626
0	0	1	1	0	0	0	0	3	0	0	6	0	8
40	27	23	609	4	87	112	9	312	41	15	38	0	325
148	152	199	701	202	707	1387	58	1197	173	105	213	0	2064
9	1	6	36	1	17	13	0	34	2	0	8	0	2
1	5	1	19	0	6	21	0	14	7	4	0	0	0
31	24	26	235	62	459	880	38	565	84	14	34	0	36
261	362	1021	754	323	1095	892	27	1277	287	217	1415	0	10860
2	1	0	0	0	1	0	0	3	0	0	2	0	0
2	15	1	17	1	2	17	1	17	4	0	7	0	0
154	150	168	824	43	1034	1849	64	2374	251	47	349	0	1647
1	4	41	1	6	210	209	1	306	46	9	56	0	735
49	46	17	48	1	441	1092	45	1043	51	3	70	0	673
47	93	95	148	13	72	79	14	137	34	67	282	0	245
32	9	11	82	1	35	6	2	33	3	6	26	0	12
131	99	71	375	11	143	124	13	291	66	45	133	0	187
4	0	3	2	0	1	1	0	3	0	0	6	0	1
23	7	14	17	0	13	17	5	40	9	4	27	0	34
0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	3	1	1	1	5	1	11	2	3	4	0	7
31	28	21	71	5	88	154	6	153	27	24	95	0	165
622	781	985	2833	1542	526	775	19	955	214	294	1373	0	3783
0	4	0	6	0	0	0	0	2	0	5	0	0	0
3	3	13	98	1	46	34	2	155	19	0	6	0	0
0	0	0	0	0	1	1	0	0	0	0	0	0	0
910	1165	711	2300	124	834	1505	44	1256	288	256	1873	0	3696
0	5	0	0	0	2	0	0	0	0	0	0	0	0
1	0	1	0	0	0	0	0	0	0	0	8	0	0
4	4	0	9	0	2	0	0	1	2	1	0	0	0
35	45	30	158	0	144	45	3	154	25	26	29	0	1
11	1	2	22	0	1	101	0	11	2	1	11	0	8
83	90	473	143	253	111	110	6	330	37	45	204	0	3744
0	5	1	0	2	2	10	0	12	2	0	0	0	0
44	126	40	110	9	74	72	13	104	29	12	110	0	126
23	92	34	47	5	55	50	8	67	18	6	87	0	117
9	14	4	21	3	4	2	3	3	4	4	14	0	9
61	102	104	312	9	579	710	10	664	83	47	213	0	661
8	13	16	9	0	11	9	0	15	0	1	40	0	86
722	713	393	1961	34	1035	1831	26	1782	291	221	808	0	1202
3	1	0	9	0	1	3	0	8	1	0	4	0	0
845	1040	461	3294	413	32933	27127	3870	9782	1870	266	883	0	9150
17	38	66	53	15	59	144	6	151	21	27	92	0	3672
0	1	2	0	0	0	0	0	0	0	0	0	0	0
68	54	62	415	30	205	258	4	395	78	17	45	0	3
1	1	0	31	0	2	2	0	7	2	1	0	0	1
111	423	388	298	153	39	37	131	148	25	119	1641	0	1612
123	478	402	335	156	82	45	137	199	33	132	1724	0	1781
170	226	45	1104	5	236	637	20	520	87	52	171	0	170
5	22	1	14	3	19	1	0	18	5	2	49	0	162
6	13	140	37	45	37	50	3	94	12	13	60	0	1500
107	411	310	446	181	109	207	11	176	53	105	703	0	2092
30	40	55	118	46	28	11	2	24	9	23	92	0	75
3	13	8	11	2	12	4	0	14	1	2	19	0	0
535	566	716	1020	396	1688	3163	118	1551	373	420	1061	0	7669
18	29	27	33	0	12	168	1	15	6	10	40	0	85
1	2	0	0	0	2	1	0	2	0	0	0	0	0
36	45	35	65	11	1137	1913	71	704	209	9	40	0	657
0	0	0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0
189	197	129	577	8	179	160	7	291	56	46	153	0	190
2	5	5	8	0	5	6	0	7	3	1	6	0	36
10	4	28	64	0	33	18	2	213	17	0	16	0	102
2	0	1	0	0	1	2	0	2	0	2	0	0	0
195	190	62	576	13	242	323	27	671	66	61	73	0	14
0	12	0	1	0	5	1	0	6	0	0	0	0	0
3	4	2	25	3	18	16	1	56	1	0	0	0	2
50	28	36	198	9	93	246	8	197	42	12	20	0	8
28	24	50	58	9	101	230	9	304	43	7	27	0	125
14	12	25	43	4	34	70	3	109	22	8	21	0	50
14	19	35	280	7	38	51	6	134	20	8	38	0	87
56	33	33	181	1	99	143	7	306	42	27	19	0	215
246	211	63	1812	78	1635	597	56	1219	253	72	60	0	128
18	50	74	249	97	104	75	8	370	20	16	72	0	977
55	94	73	255	26	209	299	9	231	53	20	49	0	718
5	10	5	7	0	10	21	1	26	4	0	0	0	0
24	26	82	38	46	77	100	8	241	23	26	100	0	1297
110	166	171	234	23	153	330	5	890	69	44	185	0	1348
1	0	1	9	0	1	2	0	241	1	0	3	0	0
0	2	0	0	0	7	0	0	4	1	0	0	0	0
0	3	8	4	0	12	2	1	21	6	1	2	0	19
0	0	2	2	0	2	0	0	6	0	0	2	0	0
0	2	1	0	0	2	4	1	12	1	0	0	0	4
0	0	1	5	0	2	13	0	18	0	1	4	0	0
16	8	2	27	0	19	14	0	41	9	0	7	0	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	2	0	0	5	0	0	0	0	0
13	29	88	95	108	51	115	4	86	24	16	81	0	786
50	32	226	316	541	201	139	17	521	55	28	102	0	2932
93	144	426	213	36	183	198	25	427	37	200	263	0	1919
0	0	1	0	0	1	1	0	1	0	0	0	0	0
17	39	37	78	5	63	58	7	264	10	10	34	0	30
0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	4	0	8	1	1	10	1	0	0	0	0
340	377	145	1724	25	418	553	12	1022	153	67	151	0	275
4	0	0	3	0	1	0	0	2	0	0	1	0	0
0	2	0	3	0	0	3	0	0	1	0	0	0	0
74	96	27	873	3	31	26	0	91	16	6	31	0	5
0	0	0	0	0	3	1	0	12	4	0	0	0	0
112	99	169	214	65	205	205	6	863	94	32	116	0	772
0	1	0	4	0	2	0	0	1	1	0	4	0	8
0	1	1	0	0	0	0	0	2	0	1	0	0	0
37	30	9	43	0	22	38	1	61	6	5	24	0	1
1442	2212	1608	3062	286	769	1362	87	2248	281	513	3161	0	7685
0	3	2	1	1	2	1	0	0	0	0	0	0	0
0	8	1	22	3	2	2	0	1	2	0	0	0	0
326	737	1059	1497	335	873	585	33	1487	122	362	1133	0	6407
0	5	1	0	0	1	0	0	2	0	0	2	0	192
0	0	3	0	3	2	2	0	2	0	0	8	0	34
0	1	1	0	0	9	6	1	5	0	0	1	0	28
58	67	32	137	1	96	120	2	231	43	21	42	0	5
2	1	2	14	0	0	0	0	1	0	0	2	0	0
30	40	16	81	0	9	9	2	28	7	6	51	0	0
88	279	62	500	2	72	39	5	227	13	25	200	0	819
11	5	10	5	0	8	7	1	71	2	3	8	0	0
10	7	4	9	2	3	39	0	28	3	3	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	7	0	0	5	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	1	0	23	3	0	0	2	0	0
0	0	0	2	0	0	6	0	1	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	3	0	0	2	1	1	0	0	0
0	0	1	3	0	3	0	1	4	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	39	3	49	0	7	5	26	20	5	3	13	0	0
1	0	0	2	0	0	0	0	1	0	5	0	0	0
7	22	5	19	0	11	20	0	18	2	6	10	0	0
2	3	14	6	0	4	1	0	16	3	5	0	0	0
2	2	2	18	5	274	345	217	327	27	1	6	0	1
51	30	36	79	3	31	55	6	95	11	4	38	0	0
72	97	71	270	8	184	296	32	758	65	39	33	0	3
19	4	0	24	3	21	78	2	87	7	3	4	0	4
2	0	0	14	0	7	1	0	2	1	0	1	0	0
220	213	137	443	123	126	217	9	213	35	52	268	0	574
0	1	0	0	0	1	0	0	1	1	0	0	0	0
23	5	1	118	2	24	10	0	26	10	5	5	0	2
4	4	2	19	0	1	1	0	2	0	0	10	0	2
739	1165	1045	1847	139	474	1071	19	1197	138	234	2166	0	5638
5679	7736	2903	14524	1350	5203	7743	780	11806	1451	1558	7094	0	27265
0	0	2	0	0	0	1	0	1	0	0	0	0	0
4	17	3	1	0	0	0	0	0	0	1	9	0	30
300	407	115	323	125	29	72	7	85	21	70	491	0	392
0	1	1	0	0	0	0	0	3	0	1	18	0	63
126	134	81	552	2	140	112	14	326	49	26	101	0	278
172	236	211	452	69	521	635	18	987	126	79	263	0	1318
17	23	8	40	0	7	10	1	30	8	3	43	0	43
2	9	3	1	0	77	168	0	92	19	1	1	0	0
0	1	0	1	0	0	2	2	5	0	0	0	0	0
605	1301	387	2427	56	1709	1483	240	2496	358	188	1181	0	2545
91	146	87	391	0	150	31	188	261	42	61	115	0	308
9	14	10	11	0	72	5	181	20	10	29	4	0	3
