10	46	75	4	58	10	73	245	0
34	86	48	21	11	26	210	536	8
0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0
0	0	1	0	2	0	0	1	1
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	3	0
0	0	2	0	0	0	4	0	0
0	0	3	0	1	1	0	0	0
0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
2	3	0	8	0	1	3	6	0
0	2	0	0	0	0	24	134	0
